hash,author,date,category,summary,weekday
f39c71609e9372bec8beb01c5aea3957ec2d1a9b,David Lord,2023-06-27 21:18:18+00:00,others,remove manifest.in,1
3c85ec953f15fe3be339a136181fa1483320f65a,David Lord,2023-06-27 21:17:46+00:00,others,use flit_core as build backend (#5177),1
6b9acd565cded9c805760037b69754c11749c830,David Lord,2023-06-27 21:11:18+00:00,docs,switch docs to flit,1
46b328854a1ec1e892da02f523b2ed0745fe69e2,David Lord,2023-06-27 21:03:41+00:00,others,switch examples to flit,1
f38f3a745ab2f90084f495403ed28d4fc27e4b50,David Lord,2023-06-27 21:03:25+00:00,others,switch to flit build backend,1
b1bdd9756478f178680fa119514a58b4b48efc38,David Lord,2023-06-27 15:30:43+00:00,others,Merge branch '2.3.x',1
d67c47b81f4cbfda79f108a8ee4a183855127efb,David Lord,2023-06-27 15:29:41+00:00,others,simplify tox config,1
7bfbcfab8725a5e469acf2b84f6061d6afb2f649,David Lord,2023-06-27 14:42:06+00:00,others,Merge branch '2.3.x',1
8933d7544395aeaa91c66d9f26d10b4fe2e92d7b,David Lord,2023-06-27 14:41:15+00:00,others,update pypy test version,1
cc55d7b3cfb816575beef1011693f5cae6c2d3b5,David Lord,2023-06-27 14:11:37+00:00,others,Merge branch '2.3.x',1
aca7d5637d0c1c95b961e3396039869c6e981e23,David Lord,2023-06-27 14:11:22+00:00,others,update dependencies,1
ec2b2394dccb02dac919b024608e9980f16459f6,David Lord,2023-06-21 16:32:37+00:00,others,update import of declarative_base from SQLAlchemy (#5171),2
a7ae372f2f58343a7eb56209f29eb9879e171b58,mohammad m. moniri,2023-06-21 14:54:33+00:00,others,update import of declarative_base from SQLAlchemy,2
4bcd4be6b7d69521115ef695a379361732bcaea6,David Lord,2023-06-09 16:41:25+00:00,others,Merge branch '2.3.x',4
8e33b7b3e254f2a93101bcce21f85ff203831a4c,David Lord,2023-06-09 16:41:17+00:00,others,update werkzeug requirement,4
4be9f521425b7ad659b182c319dc3afb8fe64f53,David Lord,2023-06-09 16:38:59+00:00,bugfix,fix use of `importlib.util.find_spec` (#5161),4
bda295d37fa3809c95a93d01dd605d0222109889,David Lord,2023-06-09 16:34:42+00:00,bugfix,fix use of importlib.util.find_spec,4
4d6ae8273a54e3407ab5046fc0856a9d40097e74,David Lord,2023-06-08 21:33:28+00:00,others,Merge branch '2.3.x',3
c8cf4694c60f0d81809468a1b45ec730496cc546,David Lord,2023-06-08 21:33:16+00:00,others,unpin sphinx and sphinx-tabs,3
935ee742b49cfcda876eaf366d53bf150bcafd44,David Lord,2023-06-07 20:22:15+00:00,others,Merge branch '2.3.x',2
9930b0fe8e739ceb312f9554f9d41b73c2aaa733,David Lord,2023-06-07 20:21:49+00:00,others,Python 3.12 compatibility (#5157),2
ed8ddb6a3a14ae332823b0a266b02a5ef024cbb3,David Lord,2023-06-07 20:09:07+00:00,others,update werkzeug to 2.3.5,2
84e11a1e827c0f55f9b9ee15952eddcf8a6492e0,David Lord,2023-06-07 20:07:41+00:00,others,use importlib instead of pkgutil,2
367e1df785a71e9004d9a87a221652bfc5a964ac,David Lord,2023-06-07 20:10:39+00:00,others,start version 2.3.3,2
2be71d323d87ec5e9f269666f8d08ec5af77eeb8,David Lord,2023-06-07 19:53:30+00:00,others,[pre-commit.ci] pre-commit autoupdate (#5154),2
d614d6bf8c7b6db6f817648836f9044b13dc42b4,David Lord,2023-06-06 16:30:34+00:00,others,ignore pytest ast warnings,1
32d2f47ed1bf3f27fd46e1a54dd136688de9ab81,pre-commit-ci[bot],2023-06-06 04:21:31+00:00,others,[pre-commit.ci] pre-commit autoupdate,1
c9b6110dec52ff483b42b1428221f903bf143788,David Lord,2023-06-06 16:26:05+00:00,others,Merge branch '2.3.x',1
7dbb2f7e05d2c0963e90016b1f7a3a45e98a865a,David Lord,2023-06-06 16:25:47+00:00,others,retarget pre-commit.ci,1
a3e4013f893831adb8c9f2947c29dfeeb47d2145,David Lord,2023-06-01 18:49:16+00:00,others,Bump actions/setup-python from 4.6.0 to 4.6.1 (#5150),3
fb20cbbf1efbf7dd384171b9cd2587c234f15ddf,David Lord,2023-06-01 18:47:53+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.5 to 1.8.6 (#5149),3
c49757a4592f2fbd7ecfa4daccbfe8a4ec14c1e6,David Lord,2023-06-01 18:46:49+00:00,others,Bump slsa-framework/slsa-github-generator from 1.5.0 to 1.6.0 (#5148),3
18e703bc9341b8066e2b277af5d37b13f5bd3aef,dependabot[bot],2023-06-01 16:56:50+00:00,others,Bump actions/setup-python from 4.6.0 to 4.6.1,3
fc74a114b3afe87284467f2ccdbeb7a4a8badbc4,dependabot[bot],2023-06-01 16:56:46+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.5 to 1.8.6,3
40f31c307848e560336fc8b336fbc2fdc1a478ee,dependabot[bot],2023-06-01 16:56:43+00:00,others,Bump slsa-framework/slsa-github-generator from 1.5.0 to 1.6.0,3
31fd9c87912a7020a00d83d2135559433173708c,David Lord,2023-05-31 16:19:14+00:00,others,Merge branch '2.3.x',2
38f02e04f4765a2820a2ed4f63ac757598cb02e4,David Lord,2023-05-31 16:18:33+00:00,others,update metadata,2
e7264776bd1373e6283407a75f287b309eeebbae,David Lord,2023-05-31 16:17:51+00:00,others,update dependencies,2
ae07dead24d5aa81b4ee9e3f0550eabb173f5455,David Lord,2023-05-31 16:14:56+00:00,others,Merge pull request #5140 from Jeroendevr/patch-1,2
0f477df86a8c953cb5e4df0bd90266345140b114,Jeroendevr,2023-05-24 09:13:36+00:00,others,Config from Data Files to match from_file API,2
55332be325a9f1a5882a309951f1f7db510036dd,Pedro Guilherme S. Moreira,2023-05-18 12:33:44+00:00,bugfix,docs: fix wrong JS syntax (#5136),3
b80baaf35985a9a48f2db903a21b6ee7e7cc7340,David Lord,2023-05-14 16:43:35+00:00,others,Merge pull request #5126 from pgjones/pathlike,6
2abb7513dc52e9d9f2c73dde91f3b89d8f9492e4,pgjones,2023-05-14 15:09:25+00:00,others,Allow for PathLike types for config file variables,6
d0bf462866289ad8bfe29b6e4e1e0f531003ab34,David Lord,2023-05-09 19:38:00+00:00,others,Merge branch '2.3.x',1
4911012cf426af25668e5d9beb756a732ca1a4f4,David Lord,2023-05-09 19:37:33+00:00,others,update workflows,1
57e926c7916ef5fd7d4abac965273ea185e497d2,David Lord,2023-05-02 17:42:04+00:00,others,Merge branch '2.3.x',1
859d63902e5c9549fda4c167e9787a42c0136413,David Lord,2023-05-02 17:41:41+00:00,others,Merge pull request #5111 from pallets/update-tests,1
0a00e1b6085f62fb776a95ef676ea661bff565f6,David Lord,2023-05-02 17:38:27+00:00,others,use tmp_path instead of tmpdir,1
1d7281fe0770a97229a2a75189a712cff866b448,David Lord,2023-05-02 16:53:31+00:00,others,remove egg test,1
e374853c75e49c950195a57de8e19308db5bf902,David Lord,2023-05-02 14:52:49+00:00,others,Merge branch '2.3.x',1
97c830190ff839b89b85c93781f3603f95365384,David Lord,2023-05-02 14:50:30+00:00,others,Merge branch '2.2.x' into 2.3.x,1
bda08b11c692a5c94124b11749c1af6fa5c0e003,David Lord,2023-05-02 14:43:48+00:00,others,Merge pull request #5110 from pallets/release-2.2.5,1
47af817c8fe01045c641b97f8fb784c7ad864eee,David Lord,2023-05-02 14:35:27+00:00,others,release version 2.2.5,1
afd63b16170b7c047f5758eb910c416511e9c965,David Lord,2023-05-02 14:18:08+00:00,others,Merge pull request #5109 from pallets/backport-vary-cookie,1
ca12e8ebb7753d4a982584c2909ad9c7e5c2b029,David Lord,2023-05-02 14:17:52+00:00,others,update dependencies,1
8646edca6f47e2cd57464081b3911218d4734f8d,David Lord,2023-05-01 15:01:32+00:00,others,set `Vary: Cookie` header consistently for session,0
a6367dac747c1e149c60767eee7e8aa9c281c58e,David Lord,2023-05-02 14:12:59+00:00,others,Merge pull request #5108 from pallets/werkzeug-compat,1
3fbfbad79fe294918459b70eb409d555b20de2c8,David Lord,2023-05-02 14:05:51+00:00,others,werkzeug 2.3.3 compatibility,1
726d3f4fa9e8a2960541debc2d2713571da54441,David Lord,2023-05-02 13:56:08+00:00,others,start version 2.2.5,1
7b31099252cca1d7a5fab121cb646f78538ad7bb,David Lord,2023-05-01 17:22:01+00:00,others,Merge pull request #5106 from pallets/dependabot/github_actions/pypa/gh-action-pypi-publish-1.8.5,0
723091b903c0a355bbb67778b3236317e5aff3f7,David Lord,2023-05-01 17:21:02+00:00,others,Merge pull request #5104 from pallets/dependabot/github_actions/actions/checkout-3.5.2,0
dcd25d8f07be14508c7f8182d9f9cc4365eb96fe,dependabot[bot],2023-05-01 17:18:16+00:00,others,Bump actions/checkout from 3.5.0 to 3.5.2,0
1e160c199bc5e76133e77f7cf0a16d21ae956078,David Lord,2023-05-01 17:17:25+00:00,others,Merge pull request #5105 from pallets/dependabot/github_actions/actions/setup-python-4.6.0,0
ec8ca69195174a6526a6006d804841c0124eeccf,dependabot[bot],2023-05-01 16:57:14+00:00,others,Bump pypa/gh-action-pypi-publish from 1.8.4 to 1.8.5,0
b7b753b96c36f0704c7c2729f6564aa6c34797a6,dependabot[bot],2023-05-01 16:57:10+00:00,others,Bump actions/setup-python from 4.5.0 to 4.6.0,0
0afeb1d11cad9aa42ef25cc20b10dcd67c8cf3c9,David Lord,2023-05-01 16:01:40+00:00,bugfix,fix release date,0
4cf8b78c6c674048a393acf0280f08761a5cb2a5,David Lord,2023-05-01 15:42:27+00:00,others,Merge pull request #5102 from pallets/release-2.3.2,0
f3b8f570545200c87465d18386f3fc9f2258307a,David Lord,2023-05-01 15:32:16+00:00,others,release version 2.3.2,0
c990bba94ab9bc81adf2d33e83c9a9628a2098f2,David Lord,2023-05-01 15:35:01+00:00,others,update min test env,0
adedb2a64ea7703369bc89021710b439ee79f8dc,David Lord,2023-05-01 15:22:58+00:00,others,Merge pull request #5101 from pallets/update-werkzeug,0
e1aedecdc689cc9a79131851dbdabf6c3bc49c9e,David Lord,2023-05-01 15:18:03+00:00,others,update werkzeug,0
37badc3ce8b0665e3454547839196a676729309f,David Lord,2023-05-01 15:13:12+00:00,others,update changelog,0
70f906c51ce49c485f1d355703e9cc3386b1cc2b,David Lord,2023-05-01 15:11:41+00:00,others,Merge pull request from GHSA-m2qf-hxjv-5gpq,0
8705dd39c4fa563ea0fe0bf84c85da8fcc98b88d,David Lord,2023-05-01 15:01:32+00:00,others,set `Vary: Cookie` header consistently for session,0
9532cba45d2339e90ebf04f178b1e4f2064e7328,David Lord,2023-05-01 15:10:25+00:00,bugfix,fix mypy finding,0
0bc7356ce1ae11e633426902aba76d525f4523da,David Lord,2023-05-01 15:02:46+00:00,others,start version 2.3.2,0
f07fb2b607c1eaa724ca9bfe43e2dc20d97d34de,David Lord,2023-04-25 21:21:36+00:00,others,Merge pull request #5086 from pallets/release-2.3.1,1
721abdc3810057269503a72d2db80fb826f3c85c,David Lord,2023-04-25 20:08:38+00:00,others,release version 2.3.1,1
0867dce42c1a193bfe7fb5f92f0ccaa622643f48,David Lord,2023-04-25 20:06:22+00:00,others,Merge pull request #5085 from lucaswerkmeister/patch-1,1
0ec9192cf25f5187d6521f2539489fa8d55336bb,Lucas Werkmeister,2023-04-25 19:10:05+00:00,bugfix,fix importing Markup from flask,1
345f18442ceb29f9e365af99fc85bdc5986323d2,David Lord,2023-04-25 19:48:16+00:00,others,start version 2.3.1,1
5f4072423ec6ee0c71d5995bec41e59d044e7737,David Lord,2023-04-25 18:42:22+00:00,others,Merge pull request #5083 from pallets/release-2.3.0,1
8728c3e4cd4e929a4327d917acd4b96c75f963d0,David Lord,2023-04-25 18:35:06+00:00,others,release version 2.3.0,1
eb33b8c8096322becac743fb6eb466aebf7af6b9,David Lord,2023-04-25 18:33:30+00:00,others,Merge pull request #5082 from pallets/minimum-requirements,1
79ebf6c39cba01b240a926b899b7d0828e63fc4b,David Lord,2023-04-25 18:27:06+00:00,others,update minimum requirements,1
73739a29f4c16cf539b57e711a4ea2a686cd707a,David Lord,2023-04-25 17:55:41+00:00,others,Merge branch '2.2.x',1
ddc7accaa2e83b328f969c120af2ce0804876b4a,David Lord,2023-04-25 17:53:09+00:00,others,Merge pull request #5081 from pallets/release-2.2.4,1
cd1b68cf6ebb214bfc8cf9bc233c593f15580172,David Lord,2023-04-25 17:41:20+00:00,others,Merge branch '2.2.x',1
74e03298200e33951ca350a35aa3a8c0b4ff8177,David Lord,2023-04-25 17:02:28+00:00,others,release version 2.2.4,1
2d460685b1b3d66c713739ee91183c22fb2e5dc8,David Lord,2023-04-25 17:06:20+00:00,others,update dev env,1
64bc45874daf4b9828830ea0037a19beb8364ee3,David Lord,2023-04-25 17:40:57+00:00,others,update dev dependencies,1
427e5dc4f3d82b67a75f4be21360818fd4fbf05e,David Lord,2023-04-25 17:00:01+00:00,others,update dev env,1
0c5f18ab9168f9b7a8f3a6fa6509c8b20ac8720d,David Lord,2023-04-24 18:21:42+00:00,others,Merge pull request #5077 from EtiennePelletier/master,0
d48deba27331f11e19599af2a5b6e64476fd90da,EtiennePelletier,2023-04-24 17:06:27+00:00,docs,Remove double period in signals documentation page,0
2b2a7641430bc7d40dba3c8d701636fc9b16530c,David Lord,2023-04-20 18:49:26+00:00,feature,Merge pull request #5073 from pallets/new-logo,3
83d777bebfb3031de51d458b47d06e8e612f3a3d,David Lord,2023-04-20 18:34:48+00:00,feature,use new logo,3
b4345cb4eb692c58d00579543228946ee5ad7510,David Lord,2023-04-20 18:11:52+00:00,others,Merge pull request #5072 from pallets/drop-py37,3
2e8fe7b2f2b541a60c90c625446647b22c5cacc2,David Lord,2023-04-20 18:07:30+00:00,feature,drop support for python 3.7,3
9659b11a45281662c6aa1194dc95b46b1f566ba6,David Lord,2023-04-20 17:05:53+00:00,others,remove pypy 3.8 and 3.7 from tests,3
f139024b1ca637cc6df694f49817bdb8ec294561,David Lord,2023-04-20 16:53:38+00:00,others,remove old links,3
a4ea5df5d565128118b6ceaaf372233eef23e238,David Lord,2023-04-20 16:36:51+00:00,others,Merge pull request #5071 from pallets/future-annotations,3
44ffe6c6d6c90a414de32db1b03d5978f8770271,David Lord,2023-04-20 15:30:45+00:00,feature,add __future__ annotations,3
cfa863c357c4a40cfc11fe1b9a4f36d8e75cf52f,David Lord,2023-04-15 19:30:20+00:00,others,Merge branch '2.2.x',5
db7d2d2d685c004ea8da6cbcc7c56ecc36276632,David Lord,2023-04-15 19:27:24+00:00,others,Merge pull request #5067 from pallets/tox-constraints,5
a67195e0598f7fa4481e366527600cf0b46ae78e,David Lord,2023-04-15 19:25:09+00:00,others,update dependencies,5
7e6e68aed91c4c36142f6f1d32c0d74ac75e65be,David Lord,2023-04-15 19:20:57+00:00,others,enforce minimum versions in env,5
a1d0eda7891917fdea272ac06a85cc2903824d17,David Lord,2023-04-15 18:57:46+00:00,docs,Merge pull request #5066 from pallets/docs-passthrough,5
5bba529dfc9021a3df8fba96658a05f605e20afe,David Lord,2023-04-15 18:53:06+00:00,docs,document passthrough_errors,5
9a4d370ea221b13d7fff5e2120007986c08f85fb,David Lord,2023-04-15 14:39:35+00:00,bugfix,fix typo,5
